"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"8411",21.7675898815029,-2.68620916423671,0.477839218718111,1.94268312350933e-09,2.77211531912956e-08
"11742",26.7617248415364,-2.01070316334491,0.356868979394279,1.97927787719772e-09,2.82131682025341e-08
"360",76.5094612558882,-1.18295452365115,0.20534959174432,1.99171432197385e-09,2.83601413914355e-08
"1482",57.0444929478488,-1.5497537106223,0.273042087807924,2.00032850124501e-09,2.84221329750915e-08
"3567",67.9442328190727,-1.32390653780207,0.23176706169938,2.17327222948116e-09,3.07484603242181e-08
"3300",45.9392506417601,-1.5376007936456,0.271109416073683,2.25659187940623e-09,3.18597342381353e-08
"1075",108.010116957104,-1.15262962669301,0.200815949629661,2.29714265530766e-09,3.23979675550896e-08
"6292",17.4393452057067,-3.46477259486127,0.61957898020325,2.36156993957081e-09,3.32714531507432e-08
"8134",56.4837280191861,-1.5192662123094,0.268734979092378,2.52367191913889e-09,3.5442979731738e-08
"15509",80.4455647961026,-1.5410159729209,0.27365900093719,2.58561875102577e-09,3.62747900906265e-08
"1588",93.8090604375927,-1.09483214761229,0.19149716679091,2.90361904213204e-09,4.0608055828224e-08
"1573",20.6053944189405,-2.5497011415998,0.460085675577478,3.0570726089535e-09,4.27076886488372e-08
"11767",34.1082816317503,-1.72147195955727,0.3079924551208,3.06015217720644e-09,4.27076886488372e-08
"2872",51.8932932664528,-1.47568069629241,0.26245754663284,3.31422553380377e-09,4.60608302833436e-08
"15737",34.1631807072769,-1.71733015049134,0.308116090289747,3.34609389316991e-09,4.6455343103718e-08
"15839",48.9148523365586,-3.16788224812799,0.580250883096672,3.42212801355141e-09,4.74122865595046e-08
"6697",112.161801170033,-1.03544988010202,0.181674639614548,3.48638515273181e-09,4.82524384935143e-08
"11114",45.5428232709047,-1.76650150377097,0.318212154000446,3.49062100029562e-09,4.82610003999421e-08
"1805",92.763626855831,-1.10877900406611,0.195366529601313,3.55390195900498e-09,4.90342915584741e-08
"1460",88.8607654442362,-1.23390420216056,0.218666443104183,3.64349526557383e-09,5.01313516316298e-08
"2220",83.569728871917,-1.20578097823469,0.213374403630446,3.64468678479095e-09,5.01313516316298e-08
"9556",10.8550223161826,-8.67111873091925,2.87009161727011,3.7897743241184e-09,5.20732945750646e-08
"7284",49.6872650417471,-1.34593427613966,0.240280187618724,3.99896047737248e-09,5.47221853221575e-08
"10343",89.0916448389921,-1.05512143107604,0.186140635195468,4.07765379497909e-09,5.56848075052313e-08
"10829",31.0312349807884,-2.01202691701276,0.364608417747835,4.07473514312675e-09,5.56848075052313e-08
"7345",19.8157970103358,-2.4722240408769,0.451268033543628,4.30513146237294e-09,5.86711582951785e-08
"732",21.1454323923364,-2.27465749985066,0.415543847553297,4.52254588919122e-09,6.14458322337976e-08
"12503",102.946967374966,-1.01521233900733,0.179542918061981,4.73876256125299e-09,6.43179756787766e-08
"15256",21.3742431352938,-2.27606094991032,0.416248921402512,4.74576834689434e-09,6.43476029311629e-08
"4481",45.8861332403758,-1.55585685927725,0.281084761331363,4.88053972375882e-09,6.61077776592794e-08
"344",28.3923933859681,-1.77075435663263,0.322829899460246,5.2104195804518e-09,7.02196141842302e-08
"10361",13.0021419091235,-3.34897995152282,0.618129614531385,5.36392199925549e-09,7.21425880182124e-08
"14135",34.4800966365661,-1.96534639578285,0.361430189452869,6.0669770390614e-09,8.09456076551571e-08
"9725",57.3178072731019,-1.28783232966895,0.232612301421785,6.29874552590818e-09,8.39539088977691e-08
"8187",59.4559543187607,-1.37210794839514,0.248865129033494,6.37815626140538e-09,8.48428323426427e-08
"1578",48.7274438654333,-1.38400507021297,0.252017416810657,7.25856056125497e-09,9.64578834743663e-08
"12006",35.1815495834548,-1.84536171819706,0.340670653699879,7.43369041824006e-09,9.85852219282736e-08
"9294",64.5040737594123,-1.26005803508999,0.228775465781816,7.90974502558708e-09,1.04694264019229e-07
"12723",33.5390500340699,-1.88954997474116,0.349573711176891,7.99476665075261e-09,1.05714743958713e-07
"7485",80.5395704417973,-1.11786951235495,0.202172934404799,8.35237855683648e-09,1.10334093767636e-07
"8104",72.5289531553756,-1.13098683189587,0.204800805534009,8.47006090706004e-09,1.11777994680509e-07
"7595",27.5850484417594,-1.97467738865621,0.367022975364038,8.73752559040846e-09,1.15080026088085e-07
"11723",33.6808230306113,-1.66402865802909,0.307422025860407,8.83788173709737e-09,1.16172431661432e-07
"13826",67.5469405634361,-1.93938966425114,0.362055058366717,8.84917537778779e-09,1.16206395561461e-07
"14022",76.0890349743049,-1.12316569596637,0.20382797917314,9.05843165716718e-09,1.1883736004909e-07
"12465",49.5144994512425,-1.40827792256946,0.25907778906077,9.85233773891387e-09,1.28872441286852e-07
"10815",62.1331269513276,-1.22026253547516,0.22286269727618,9.96406268914647e-09,1.30206194317916e-07
"11702",111.04584836335,-1.59706095879202,0.297156629069602,1.05888050685102e-08,1.38234674387538e-07
"13254",87.768922722559,-1.42903565640266,0.264716353455388,1.10114406344941e-08,1.43611574726706e-07
"13352",69.0341627064973,-2.43999055310513,0.463631348262159,1.17180847493389e-08,1.52380786282339e-07
"4742",82.5071021076066,-1.1357679808994,0.208329698514695,1.26449622790701e-08,1.64113897594702e-07
"13581",21.305329004153,-2.27887517676032,0.431661285978321,1.29004340795686e-08,1.67266852759576e-07
"8628",31.1558082166846,-1.96787012615035,0.370243750958224,1.32226139348594e-08,1.71155345508125e-07
"1848",43.2693788260515,-1.50097753108474,0.279885196991348,1.35016473302554e-08,1.74553273914988e-07
"1146",61.5285521967028,-1.28565929055363,0.238475399291026,1.38609574974587e-08,1.78851929333746e-07
"9804",31.7901290331946,-1.83992430928633,0.347176855754925,1.42376289623139e-08,1.83357572987637e-07
"9903",13.3459726314621,-3.23104662971135,0.616176976815165,1.42730459073368e-08,1.8363643056479e-07
"7922",18.5374359235669,-2.61082508698295,0.496729131360518,1.44139390397325e-08,1.85270495826697e-07
"6063",81.5312060543277,-1.07362803991178,0.197333251078098,1.4524118111682e-08,1.86507010438943e-07
"10273",54.1972181429972,-1.3723548739136,0.255905140135683,1.50042348620551e-08,1.92117563847927e-07
"6195",66.465580378909,-1.18591997095944,0.219464248916314,1.50870515593775e-08,1.9299275350452e-07
"12464",68.4575177067667,-1.16742268180773,0.216039560963033,1.55575719673931e-08,1.98630741807616e-07
"2068",83.7729166534674,-1.05068742498141,0.193366415825104,1.5752985227663e-08,2.00741479376772e-07
"7295",14.7175323033238,-3.39369704383747,0.642835734457712,1.57455892731305e-08,2.00741479376772e-07
"11111",30.7843801125171,-2.15587584304103,0.408696378875555,1.6089843028165e-08,2.04643170335345e-07
"2142",47.5371703677817,-1.28722147748577,0.239605023353711,1.62891373221044e-08,2.0698063823954e-07
"9249",15.5692393799406,-2.70764248503488,0.516994745274907,1.67761771286258e-08,2.12966465509159e-07
"6343",46.9747924626084,-1.74705425938322,0.332050641279088,1.83540769191148e-08,2.32334055270237e-07
"2038",13.9867796686538,-2.80680512798897,0.541395441582023,1.83913063822872e-08,2.32584653793816e-07
"1409",29.4586998781334,-1.93015657169361,0.369012223105856,1.89845263402188e-08,2.39632498042762e-07
"8400",208.372102538844,-1.38039459544114,0.259136708128073,1.95518556837109e-08,2.46560357780786e-07
"3880",34.8615351324149,-1.70977871776602,0.32588827713192,1.99205527823227e-08,2.50673316265166e-07
"13714",56.2397534764526,-1.4654828817656,0.277340067927268,1.99343718001305e-08,2.50673316265166e-07
"10260",173.47873100435,-1.92171442217197,0.365241489772732,2.01341363797931e-08,2.52946937456874e-07
"14547",11.6665539059096,-8.28831828270452,2.8384501284204,2.07822703079468e-08,2.60109803422727e-07
"1485",88.3882343847173,-1.0183640489063,0.18910062972186,2.18313123634503e-08,2.72218102386125e-07
"1944",83.9770656895519,-1.09821288366803,0.204839233629954,2.21500020156572e-08,2.75676610907554e-07
"13502",51.7666428930727,-1.49565330762223,0.28485269934736,2.42689806984324e-08,3.01767698488802e-07
"13543",89.933044292648,-1.09112486426308,0.204297708501441,2.47372564747194e-08,3.07303981271607e-07
"1301",79.0190499326842,-1.09736221291352,0.20562840918094,2.51502212148061e-08,3.12143489719017e-07
"6213",27.259319254217,-1.75204205224678,0.337523972496655,2.52096402828029e-08,3.12590167893267e-07
"11410",29.9952662571716,-1.86882026666412,0.359670825494439,2.56673526651941e-08,3.17675157012078e-07
"11581",32.420696047198,-1.74994866055624,0.337968373880671,2.79757701971215e-08,3.4432908299815e-07
"11643",78.0774462504549,-1.71652545906008,0.332124493250972,2.97446834414617e-08,3.65090677530802e-07
"1601",24.3304581754482,-2.24595159285078,0.441292742478677,3.3280819617557e-08,4.06996054388126e-07
"11772",35.345104205172,-1.49464965494625,0.287801630193433,3.34032139989171e-08,4.08118755653436e-07
"14395",23.4501958068495,-1.90249807844902,0.371419337878072,3.52198014611454e-08,4.29527048532543e-07
"2357",38.0085603447744,-1.61164202769895,0.312452495487426,3.6469086265136e-08,4.43951230793289e-07
"463",53.1415877977792,-1.2733527217887,0.244011958580002,3.76033461131316e-08,4.56925176540439e-07
"4893",83.9841661178345,-1.00416204105515,0.19028310946511,3.98152938297587e-08,4.83362739105224e-07
"8966",65.8572230263294,-1.14137417338442,0.21790552479143,4.04719911352429e-08,4.9044260283961e-07
