"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"6992",1.1324,-0.463923076923077,3.82044859356982,0.0018858387636861,0.0173218191207702,-1.98126784033029
"17030",1.98204230769231,-0.187810650887574,3.82040084492186,0.00188601610562711,0.0173218191207702,-1.98136249129893
"32285",3.2549125,-2.00573076923077,3.81812322094207,0.00189449507309067,0.0173774096198812,-1.98587741307601
"43159",2.27610961538462,-0.934621301775148,3.81740416733146,0.00189717994579093,0.017397595271139,-1.98730280688573
"24192",4.17060673076923,-2.10347337278107,3.81646418253567,0.0019006955826738,0.017420941732114,-1.98916616950902
"19735",5.20576634615384,-2.75694082840237,3.81557405221496,0.00190403085902489,0.0174337218995681,-1.99093071712089
"20627",4.57715288461538,-1.19530177514793,3.81028020926102,0.00192398981318633,0.0175895750630971,-2.00142521240178
"12540",3.15670288461538,-1.54045562130178,3.80951788959984,0.00192688137775128,0.0176070501071276,-2.0029364679638
"42216",2.58333653846154,-0.212630177514793,3.80891167899457,0.00192918395302907,0.0176191281770161,-2.00413825247122
"2636",3.7034,-2.60838461538461,3.80829747678279,0.00193151973277073,0.0176272736910287,-2.00535588563619
"35294",1.36125,0.06,3.80560183570797,0.00194180512913368,0.0176814428851375,-2.01069996101922
"21522",2.97074134615385,-1.81163313609467,3.79868539232384,0.00196845043803591,0.0178416891493926,-2.02441220663897
"10041",1.17154711538462,0.00557100591715976,3.79518880515614,0.00198206186975952,0.017902539185873,-2.03134464405283
"27826",3.09375673076923,-1.35908875739645,3.79429074934625,0.00198557319694952,0.0179200350146193,-2.03312518252829
"17013",1.97002115384615,-1.51267455621302,3.79108885587183,0.00199814382189451,0.0180018328427401,-2.03947353111336
"14353",1.48297884615385,-0.961440828402367,3.78791601717859,0.00201068007265239,0.0180649473194118,-2.04576440160854
"30499",2.17889519230769,-0.798420118343195,3.78704477131157,0.00201413641560938,0.0180869550803372,-2.04749186542618
"40449",2.81624711538462,-0.503582840236686,3.78638515383471,0.00201675721253102,0.0180878856437911,-2.0487997289271
"15195",5.51252307692308,-2.94326035502959,3.78586760306329,0.00201881597209961,0.0180930074944215,-2.04982591184412
"9837",3.91123846153846,-2.48402366863905,3.784997359953,0.00202228251262807,0.0181184080975274,-2.05155140893848
"793",3.40722115384615,-2.01155917159763,3.78398900684586,0.00202630675918887,0.0181418329306994,-2.05355075843738
"40392",2.85066538461538,-1.28934023668639,3.78247703598029,0.00203235613434399,0.0181733508090705,-2.0565486970017
"28829",1.35030769230769,-0.211420118343195,3.77976939644507,0.00204323520280186,0.0182433890659712,-2.06191747501495
